ZIP,FUEL TYPE,reg_cnt
81039,PLUG IN HYBRID ELECTRIC VEHICLE,0
81039,,10
81040,DIESEL,130
81040,ELECTRIC VEHICLE,0
81040,FLEXIBLE,30
81040,GAS,550
81040,HYBRID ELECTRIC VEHICLE,10
81040,,0
81041,DIESEL,50
81041,FLEXIBLE,60
81041,GAS,680
81041,HYBRID ELECTRIC VEHICLE,0
81041,,0
81043,DIESEL,0
81043,FLEXIBLE,0
81043,GAS,40
81043,,0
81044,DIESEL,30
81044,FLEXIBLE,20
81044,GAS,270
81045,DIESEL,40
81045,FLEXIBLE,10
81045,GAS,120
81045,HYBRID ELECTRIC VEHICLE,0
81045,,0
81046,DIESEL,10
81046,FLEXIBLE,0
81046,GAS,60
81046,,0
81047,CONVERTIBLE,0
81047,DIESEL,230
81047,FLEXIBLE,190
81047,GAS,1440
81047,HYBRID ELECTRIC VEHICLE,0
81047,,10
81049,DIESEL,70
81049,FLEXIBLE,40
81049,GAS,260
81049,,0
81050,CONVERTIBLE,10
81050,DIESEL,630
81050,ELECTRIC VEHICLE,0
81050,FLEXIBLE,880
81050,GAS,8350
81050,HYBRID ELECTRIC VEHICLE,50
81050,,80
81052,COMPRESSED NATURAL GAS,0
81052,CONVERTIBLE,0
81052,DIESEL,710
81052,FLEXIBLE,860
81052,GAS,7700
81052,HYBRID ELECTRIC VEHICLE,20
81052,,80
81054,DIESEL,280
81054,FLEXIBLE,230
81054,GAS,2860
81054,HYBRID ELECTRIC VEHICLE,10
81054,PLUG IN HYBRID ELECTRIC VEHICLE,0
81054,,20
81055,DIESEL,220
81055,ELECTRIC VEHICLE,0
81055,FLEXIBLE,110
81055,GAS,1590
81055,HYBRID ELECTRIC VEHICLE,10
81055,,20
81057,COMPRESSED NATURAL GAS,0
81057,DIESEL,40
81057,FLEXIBLE,50
81057,GAS,390
81057,HYBRID ELECTRIC VEHICLE,0
81057,,0
81058,DIESEL,140
81058,FLEXIBLE,70
81058,GAS,910
81058,HYBRID ELECTRIC VEHICLE,0
81058,PLUG IN HYBRID ELECTRIC VEHICLE,0
81058,,0
81059,CONVERTIBLE,0
81059,DIESEL,50
81059,FLEXIBLE,10
81059,GAS,140
81059,HYBRID ELECTRIC VEHICLE,0
81059,,0
81062,DIESEL,110
81062,FLEXIBLE,50
81062,GAS,660
81062,HYBRID ELECTRIC VEHICLE,0
81062,,0
81063,CONVERTIBLE,0
81063,DIESEL,170
81063,FLEXIBLE,120
81063,GAS,1630
81063,HYBRID ELECTRIC VEHICLE,0
81063,,20
81064,DIESEL,100
81064,FLEXIBLE,40
81064,GAS,300
81064,,0
81067,CONVERTIBLE,0
81067,DIESEL,360
81067,FLEXIBLE,480
81067,GAS,4980
81067,HYBRID ELECTRIC VEHICLE,20
81067,PLUG IN HYBRID ELECTRIC VEHICLE,0
81067,,50
81069,DIESEL,270
81069,ELECTRIC VEHICLE,0
81069,FLEXIBLE,190
81069,GAS,1970
81069,HYBRID ELECTRIC VEHICLE,10
81069,PLUG IN HYBRID ELECTRIC VEHICLE,0
81069,,10
81071,COMPRESSED NATURAL GAS,0
81071,DIESEL,90
81071,FLEXIBLE,50
81071,GAS,300
81071,,0
81073,DIESEL,240
81073,FLEXIBLE,230
81073,GAS,1860
81073,HYBRID ELECTRIC VEHICLE,10
81073,,0
81076,DIESEL,90
81076,ELECTRIC VEHICLE,0
81076,FLEXIBLE,40
81076,GAS,460
81076,HYBRID ELECTRIC VEHICLE,0
81076,,0
81077,DIESEL,50
81077,FLEXIBLE,60
81077,GAS,590
81077,HYBRID ELECTRIC VEHICLE,0
81077,,0
81081,DIESEL,20
81081,FLEXIBLE,0
81081,GAS,100
81081,,0
81082,COMPRESSED NATURAL GAS,0
81082,CONVERTIBLE,0
81082,DIESEL,980
81082,ELECTRIC VEHICLE,0
81082,FLEXIBLE,910
81082,GAS,10730
81082,HYBRID ELECTRIC VEHICLE,100
81082,PLUG IN HYBRID ELECTRIC VEHICLE,0
81082,,90
81084,DIESEL,20
81084,FLEXIBLE,10
81084,GAS,170
81084,,10
81087,DIESEL,20
81087,FLEXIBLE,10
81087,GAS,160
81087,,0
81089,COMPRESSED NATURAL GAS,0
81089,CONVERTIBLE,0
81089,DIESEL,450
81089,ELECTRIC VEHICLE,0
81089,FLEXIBLE,340
81089,GAS,4560
81089,HYBRID ELECTRIC VEHICLE,20
81089,PLUG IN HYBRID ELECTRIC VEHICLE,0
81089,,30
81090,DIESEL,190
81090,FLEXIBLE,150
81090,GAS,980
81090,,10
81091,DIESEL,150
81091,ELECTRIC VEHICLE,0
81091,FLEXIBLE,90
81091,GAS,920
81091,HYBRID ELECTRIC VEHICLE,0
81091,,0
81092,CONVERTIBLE,0
81092,DIESEL,120
81092,FLEXIBLE,100
81092,GAS,780
81092,HYBRID ELECTRIC VEHICLE,0
81092,,0
81101,CONVERTIBLE,0
81101,DIESEL,1080
81101,ELECTRIC VEHICLE,0
81101,FLEXIBLE,1170
81101,GAS,12460
81101,HYBRID ELECTRIC VEHICLE,80
81101,PLUG IN HYBRID ELECTRIC VEHICLE,0
81101,,110
81102,FLEXIBLE,0
81102,GAS,10
81120,CONVERTIBLE,0
81120,DIESEL,260
81120,ELECTRIC VEHICLE,0
81120,FLEXIBLE,210
81120,GAS,2650
81120,HYBRID ELECTRIC VEHICLE,10
81120,,20
81121,DIESEL,40
81121,FLEXIBLE,30
81121,GAS,290
81121,HYBRID ELECTRIC VEHICLE,0
81122,CONVERTIBLE,0
81122,DIESEL,1130
81122,ELECTRIC VEHICLE,0
81122,FLEXIBLE,740
81122,GAS,7940
81122,HYBRID ELECTRIC VEHICLE,80
81122,PLUG IN HYBRID ELECTRIC VEHICLE,0
81122,,40
81123,DIESEL,90
81123,FLEXIBLE,50
81123,GAS,850
81123,HYBRID ELECTRIC VEHICLE,0
81123,,0
81124,DIESEL,10
81124,FLEXIBLE,10
81124,GAS,230
81124,HYBRID ELECTRIC VEHICLE,0
81124,,0
81125,CONVERTIBLE,0
81125,DIESEL,350
81125,FLEXIBLE,300
81125,GAS,2880
81125,HYBRID ELECTRIC VEHICLE,10
81125,,30
81126,DIESEL,20
81126,FLEXIBLE,10
81126,GAS,220
81126,HYBRID ELECTRIC VEHICLE,0
81126,,0
81128,DIESEL,30
81128,FLEXIBLE,10
81128,GAS,110
81129,DIESEL,0
81129,FLEXIBLE,0
81129,GAS,100
81129,,0
81130,DIESEL,120
81130,ELECTRIC VEHICLE,0
81130,FLEXIBLE,110
81130,GAS,1040
81130,HYBRID ELECTRIC VEHICLE,0
81130,,0
81131,DIESEL,80
81131,ELECTRIC VEHICLE,0
81131,FLEXIBLE,40
81131,GAS,1340
81131,HYBRID ELECTRIC VEHICLE,50
81131,PLUG IN HYBRID ELECTRIC VEHICLE,0
81131,,0
81132,CONVERTIBLE,0
81132,DIESEL,420
81132,ELECTRIC VEHICLE,0
81132,FLEXIBLE,250
81132,GAS,3080
81132,HYBRID ELECTRIC VEHICLE,10
81132,,20
81133,DIESEL,110
81133,FLEXIBLE,90
81133,GAS,1140
81133,HYBRID ELECTRIC VEHICLE,0
81133,,10
81136,DIESEL,40
81136,FLEXIBLE,20
81136,GAS,250
81136,HYBRID ELECTRIC VEHICLE,0
81136,,0
81137,CONVERTIBLE,0
81137,DIESEL,900
81137,ELECTRIC VEHICLE,0
81137,FLEXIBLE,540
81137,GAS,4930
81137,HYBRID ELECTRIC VEHICLE,30
81137,PLUG IN HYBRID ELECTRIC VEHICLE,0
81137,,40
81138,DIESEL,0
81138,FLEXIBLE,10
81138,GAS,100
81138,,0
81140,CONVERTIBLE,0
81140,DIESEL,360
81140,ELECTRIC VEHICLE,0
81140,FLEXIBLE,200
81140,GAS,2260
81140,HYBRID ELECTRIC VEHICLE,0
81140,,10
81141,CONVERTIBLE,0
81141,DIESEL,180
81141,FLEXIBLE,100
81141,GAS,1330
81141,HYBRID ELECTRIC VEHICLE,0
81141,,10
81143,DIESEL,120
81143,FLEXIBLE,60
81143,GAS,890
81143,HYBRID ELECTRIC VEHICLE,0
81143,PLUG IN HYBRID ELECTRIC VEHICLE,0
81143,,0
81144,CONVERTIBLE,0
81144,DIESEL,690
81144,FLEXIBLE,680
81144,GAS,6560
81144,HYBRID ELECTRIC VEHICLE,20
81144,,80
81146,DIESEL,80
81146,FLEXIBLE,60
81146,GAS,620
81146,HYBRID ELECTRIC VEHICLE,0
81146,,10
81147,CONVERTIBLE,0
81147,DIESEL,1520
81147,ELECTRIC VEHICLE,0
81147,FLEXIBLE,1120
81147,GAS,11650
81147,HYBRID ELECTRIC VEHICLE,140
81147,PLUG IN HYBRID ELECTRIC VEHICLE,0
81147,,50
81148,DIESEL,40
81148,FLEXIBLE,10
81148,GAS,330
81148,HYBRID ELECTRIC VEHICLE,0
81148,,0
81149,DIESEL,150
81149,FLEXIBLE,80
81149,GAS,900
81149,HYBRID ELECTRIC VEHICLE,0
81149,,10
81151,CONVERTIBLE,0
81151,DIESEL,240
81151,FLEXIBLE,140
81151,GAS,1380
81151,HYBRID ELECTRIC VEHICLE,0
81151,,20
81152,DIESEL,150
81152,FLEXIBLE,110
81152,GAS,1730
81152,HYBRID ELECTRIC VEHICLE,0
81152,,10
81154,DIESEL,150
81154,FLEXIBLE,140
81154,GAS,1340
81154,HYBRID ELECTRIC VEHICLE,10
81154,PLUG IN HYBRID ELECTRIC VEHICLE,0
81154,,10
81155,DIESEL,40
81155,FLEXIBLE,10
81155,GAS,280
81155,HYBRID ELECTRIC VEHICLE,0
81155,,0
81157,DIESEL,10
81157,FLEXIBLE,10
81157,GAS,110
81157,HYBRID ELECTRIC VEHICLE,0
81157,,0
81201,COMPRESSED NATURAL GAS,0
81201,CONVERTIBLE,0
81201,DIESEL,900
81201,ELECTRIC VEHICLE,0
81201,FLEXIBLE,870
81201,GAS,10090
81201,HYBRID ELECTRIC VEHICLE,120
81201,PLUG IN HYBRID ELECTRIC VEHICLE,0
81201,,90
81210,DIESEL,30
81210,FLEXIBLE,40
81210,GAS,380
81210,HYBRID ELECTRIC VEHICLE,0
81210,,0
81211,CONVERTIBLE,0
81211,DIESEL,730
81211,ELECTRIC VEHICLE,0
81211,FLEXIBLE,690
81211,GAS,7580
81211,HYBRID ELECTRIC VEHICLE,60
81211,PLUG IN HYBRID ELECTRIC VEHICLE,0
81211,,70
81212,COMPRESSED NATURAL GAS,0
81212,CONVERTIBLE,0
81212,DIESEL,1900
81212,ELECTRIC VEHICLE,0
81212,FLEXIBLE,1970
81212,GAS,23270
81212,HYBRID ELECTRIC VEHICLE,210
81212,PLUG IN HYBRID ELECTRIC VEHICLE,10
81212,,200
81215,DIESEL,10
81215,FLEXIBLE,10
81215,GAS,80
81215,HYBRID ELECTRIC VEHICLE,0
81215,,0
81220,DIESEL,40
81220,FLEXIBLE,20
81220,GAS,230
81220,HYBRID ELECTRIC VEHICLE,0
81221,CONVERTIBLE,0
81221,DIESEL,30
81221,FLEXIBLE,20
81221,GAS,280
81221,HYBRID ELECTRIC VEHICLE,0
81221,,0
81222,DIESEL,50
81222,FLEXIBLE,20
81222,GAS,340
81222,HYBRID ELECTRIC VEHICLE,0
81223,DIESEL,260
81223,ELECTRIC VEHICLE,0
81223,FLEXIBLE,160
81223,GAS,2100
81223,HYBRID ELECTRIC VEHICLE,10
81223,,10
81224,DIESEL,340
81224,ELECTRIC VEHICLE,0
81224,FLEXIBLE,470
81224,GAS,4290
81224,HYBRID ELECTRIC VEHICLE,60
81224,PLUG IN HYBRID ELECTRIC VEHICLE,0
81224,,30
81225,DIESEL,0
81225,FLEXIBLE,40
81225,GAS,180
81225,HYBRID ELECTRIC VEHICLE,0
81225,,0
81226,COMPRESSED NATURAL GAS,0
81226,CONVERTIBLE,0
81226,DIESEL,500
81226,ELECTRIC VEHICLE,0
81226,FLEXIBLE,400
81226,GAS,5380
81226,HYBRID ELECTRIC VEHICLE,40
81226,PLUG IN HYBRID ELECTRIC VEHICLE,0
81226,,30
81227,DIESEL,0
81227,GAS,0
81228,DIESEL,0
81228,GAS,30
81228,HYBRID ELECTRIC VEHICLE,0
81228,,0
81230,CONVERTIBLE,0
81230,DIESEL,920
81230,ELECTRIC VEHICLE,0
81230,FLEXIBLE,760
81230,GAS,8680
81230,HYBRID ELECTRIC VEHICLE,70
81230,PLUG IN HYBRID ELECTRIC VEHICLE,0
81230,,60
81231,DIESEL,0
81231,FLEXIBLE,0
81231,GAS,20
81232,DIESEL,0
81232,FLEXIBLE,0
81232,GAS,40
81232,HYBRID ELECTRIC VEHICLE,0
81232,PLUG IN HYBRID ELECTRIC VEHICLE,0
81232,,0
81233,DIESEL,140
81233,FLEXIBLE,60
81233,GAS,910
81233,HYBRID ELECTRIC VEHICLE,0
81233,,0
81235,DIESEL,70
81235,ELECTRIC VEHICLE,0
81235,FLEXIBLE,110
81235,GAS,850
81235,HYBRID ELECTRIC VEHICLE,0
81235,PLUG IN HYBRID ELECTRIC VEHICLE,0
81235,,0
81236,DIESEL,170
81236,ELECTRIC VEHICLE,0
81236,FLEXIBLE,140
81236,GAS,1310
81236,HYBRID ELECTRIC VEHICLE,10
81236,PLUG IN HYBRID ELECTRIC VEHICLE,0
81236,,10
81237,CONVERTIBLE,0
81237,DIESEL,10
81237,FLEXIBLE,10
81237,GAS,100
81237,HYBRID ELECTRIC VEHICLE,0
81237,PLUG IN HYBRID ELECTRIC VEHICLE,0
81237,,0
81239,DIESEL,10
81239,FLEXIBLE,0
81239,GAS,80
81239,HYBRID ELECTRIC VEHICLE,0
81240,CONVERTIBLE,0
81240,DIESEL,800
81240,FLEXIBLE,330
81240,GAS,4340
81240,HYBRID ELECTRIC VEHICLE,20
81240,,40
81241,DIESEL,20
81241,FLEXIBLE,0
81241,GAS,160
81241,HYBRID ELECTRIC VEHICLE,0
81241,,0
81242,DIESEL,0
81242,FLEXIBLE,0
81242,GAS,60
81242,HYBRID ELECTRIC VEHICLE,0
81242,,0
81243,DIESEL,30
81243,FLEXIBLE,10
81243,GAS,120
81243,HYBRID ELECTRIC VEHICLE,0
81243,,0
81244,DIESEL,60
81244,FLEXIBLE,30
81244,GAS,420
81244,HYBRID ELECTRIC VEHICLE,0
81244,,0
81248,DIESEL,10
81248,FLEXIBLE,0
81248,GAS,60
81251,DIESEL,30
81251,ELECTRIC VEHICLE,0
81251,FLEXIBLE,20
81251,GAS,320
81251,HYBRID ELECTRIC VEHICLE,0
81251,,0
81252,DIESEL,730
81252,ELECTRIC VEHICLE,0
81252,FLEXIBLE,470
81252,GAS,4430
81252,HYBRID ELECTRIC VEHICLE,40
81252,PLUG IN HYBRID ELECTRIC VEHICLE,0
81252,,30
81253,DIESEL,100
81253,FLEXIBLE,30
81253,GAS,420
81253,HYBRID ELECTRIC VEHICLE,0
81253,,0
81301,CONVERTIBLE,0
81301,DIESEL,1710
81301,ELECTRIC VEHICLE,40
81301,FLEXIBLE,1900
81301,GAS,24160
81301,HYBRID ELECTRIC VEHICLE,410
81301,PLUG IN HYBRID ELECTRIC VEHICLE,10
81301,,130
81302,DIESEL,20
81302,FLEXIBLE,20
81302,GAS,120
81302,HYBRID ELECTRIC VEHICLE,0
81302,,0
81303,COMPRESSED NATURAL GAS,0
81303,CONVERTIBLE,0
81303,DIESEL,1130
81303,ELECTRIC VEHICLE,0
81303,FLEXIBLE,840
81303,GAS,8030
81303,HYBRID ELECTRIC VEHICLE,90
81303,PLUG IN HYBRID ELECTRIC VEHICLE,0
81303,,50
81320,DIESEL,60
81320,FLEXIBLE,20
81320,GAS,360
81320,HYBRID ELECTRIC VEHICLE,0
81320,,0
81321,CONVERTIBLE,0
81321,DIESEL,1470
81321,ELECTRIC VEHICLE,0
81321,FLEXIBLE,1220
81321,GAS,11880
81321,HYBRID ELECTRIC VEHICLE,100
81321,PLUG IN HYBRID ELECTRIC VEHICLE,0
81321,,90
81323,CONVERTIBLE,0
81323,DIESEL,740
81323,ELECTRIC VEHICLE,0
81323,FLEXIBLE,440
81323,GAS,4500
81323,HYBRID ELECTRIC VEHICLE,30
81323,PLUG IN HYBRID ELECTRIC VEHICLE,0
81323,,30
81324,DIESEL,300
81324,FLEXIBLE,130
81324,GAS,1430
81324,HYBRID ELECTRIC VEHICLE,10
81324,,20
81325,DIESEL,40
81325,FLEXIBLE,0
81325,GAS,140
81325,HYBRID ELECTRIC VEHICLE,0
81325,,0
81326,DIESEL,420
81326,ELECTRIC VEHICLE,0
81326,FLEXIBLE,180
81326,GAS,2250
81326,HYBRID ELECTRIC VEHICLE,30
81326,PLUG IN HYBRID ELECTRIC VEHICLE,0
81326,,10
81327,DIESEL,140
81327,FLEXIBLE,70
81327,GAS,620
81327,HYBRID ELECTRIC VEHICLE,0
81327,,10
81328,CONVERTIBLE,0
81328,DIESEL,710
81328,ELECTRIC VEHICLE,0
81328,FLEXIBLE,310
81328,GAS,4080
81328,HYBRID ELECTRIC VEHICLE,60
81328,PLUG IN HYBRID ELECTRIC VEHICLE,0
81328,,20
81329,CONVERTIBLE,0
81329,DIESEL,10
81329,FLEXIBLE,0
81329,GAS,80
81329,HYBRID ELECTRIC VEHICLE,0
81330,DIESEL,0
81330,GAS,20
81330,HYBRID ELECTRIC VEHICLE,0
81331,DIESEL,110
81331,FLEXIBLE,20
81331,GAS,370
81331,HYBRID ELECTRIC VEHICLE,0
81331,,0
81332,DIESEL,20
81332,FLEXIBLE,10
81332,GAS,210
81332,HYBRID ELECTRIC VEHICLE,0
81334,DIESEL,80
81334,FLEXIBLE,150
81334,GAS,1190
81334,HYBRID ELECTRIC VEHICLE,0
81334,,0
81335,DIESEL,70
81335,FLEXIBLE,10
81335,GAS,180
81335,HYBRID ELECTRIC VEHICLE,0
81335,PLUG IN HYBRID ELECTRIC VEHICLE,0
81335,,0
81401,CONVERTIBLE,10
81401,DIESEL,1540
81401,ELECTRIC VEHICLE,0
81401,FLEXIBLE,1520
81401,GAS,19180
81401,HYBRID ELECTRIC VEHICLE,160
81401,PLUG IN HYBRID ELECTRIC VEHICLE,0
81401,,110
81402,DIESEL,0
81402,FLEXIBLE,0
81402,GAS,40
81402,,0
81403,CONVERTIBLE,0
81403,DIESEL,1470
81403,ELECTRIC VEHICLE,0
81403,FLEXIBLE,950
81403,GAS,10910
81403,HYBRID ELECTRIC VEHICLE,150
81403,PLUG IN HYBRID ELECTRIC VEHICLE,0
81403,,80
81410,DIESEL,260
81410,FLEXIBLE,110
81410,GAS,1770
81410,HYBRID ELECTRIC VEHICLE,10
81410,,20
81411,CONVERTIBLE,0
81411,DIESEL,10
81411,FLEXIBLE,0
81411,GAS,90
81411,,0
81413,CONVERTIBLE,0
81413,DIESEL,680
81413,ELECTRIC VEHICLE,0
81413,FLEXIBLE,360
81413,GAS,5270
81413,HYBRID ELECTRIC VEHICLE,70
81413,PLUG IN HYBRID ELECTRIC VEHICLE,0
81413,,50
81414,DIESEL,0
81414,FLEXIBLE,0
81414,GAS,20
81415,DIESEL,370
81415,FLEXIBLE,100
81415,GAS,1670
81415,HYBRID ELECTRIC VEHICLE,10
81415,PLUG IN HYBRID ELECTRIC VEHICLE,0
81415,,10
81416,COMPRESSED NATURAL GAS,0
81416,CONVERTIBLE,0
81416,DIESEL,1450
81416,FLEXIBLE,940
81416,GAS,12260
81416,HYBRID ELECTRIC VEHICLE,100
81416,PLUG IN HYBRID ELECTRIC VEHICLE,0
81416,,110
81418,CONVERTIBLE,0
81418,DIESEL,240
81418,FLEXIBLE,100
81418,GAS,1620
81418,HYBRID ELECTRIC VEHICLE,0
81418,,20
81419,CONVERTIBLE,0
81419,DIESEL,740
81419,FLEXIBLE,240
81419,GAS,3800
81419,HYBRID ELECTRIC VEHICLE,50
81419,PLUG IN HYBRID ELECTRIC VEHICLE,0
81419,,30
81420,DIESEL,0
81420,GAS,20
81422,DIESEL,60
81422,FLEXIBLE,30
81422,GAS,510
81422,HYBRID ELECTRIC VEHICLE,0
81422,,0
81423,DIESEL,290
81423,FLEXIBLE,90
81423,GAS,1470
81423,HYBRID ELECTRIC VEHICLE,0
81423,PLUG IN HYBRID ELECTRIC VEHICLE,0
81423,,10
81424,DIESEL,250
81424,FLEXIBLE,70
81424,GAS,1090
81424,HYBRID ELECTRIC VEHICLE,0
81424,,10
81425,CONVERTIBLE,0
81425,DIESEL,790
81425,FLEXIBLE,310
81425,GAS,4470
81425,HYBRID ELECTRIC VEHICLE,20
81425,PLUG IN HYBRID ELECTRIC VEHICLE,0
81425,,20
81426,DIESEL,10
81426,FLEXIBLE,10
81426,GAS,200
81426,HYBRID ELECTRIC VEHICLE,0
81426,,0
81427,DIESEL,90
81427,FLEXIBLE,160
81427,GAS,1170
81427,HYBRID ELECTRIC VEHICLE,10
81427,,0
81428,DIESEL,470
81428,ELECTRIC VEHICLE,0
81428,FLEXIBLE,190
81428,GAS,3540
81428,HYBRID ELECTRIC VEHICLE,90
81428,PLUG IN HYBRID ELECTRIC VEHICLE,0
81428,,20
81429,DIESEL,10
81429,FLEXIBLE,0
81429,GAS,110
81429,HYBRID ELECTRIC VEHICLE,0
81429,,0
81430,DIESEL,60
81430,FLEXIBLE,40
81430,GAS,430
81430,HYBRID ELECTRIC VEHICLE,0
81430,,0
81431,DIESEL,90
81431,FLEXIBLE,30
81431,GAS,310
81431,HYBRID ELECTRIC VEHICLE,0
81431,,0
81432,DIESEL,400
81432,ELECTRIC VEHICLE,0
81432,FLEXIBLE,270
81432,GAS,3220
81432,HYBRID ELECTRIC VEHICLE,60
81432,PLUG IN HYBRID ELECTRIC VEHICLE,0
81432,,10
81433,DIESEL,50
81433,FLEXIBLE,40
81433,GAS,750
81433,HYBRID ELECTRIC VEHICLE,0
81433,,0
81434,DIESEL,50
81434,FLEXIBLE,0
81434,GAS,130
81434,,0
81435,DIESEL,300
81435,ELECTRIC VEHICLE,20
81435,FLEXIBLE,590
81435,GAS,5100
81435,HYBRID ELECTRIC VEHICLE,90
81435,PLUG IN HYBRID ELECTRIC VEHICLE,0
81435,,20
81501,COMPRESSED NATURAL GAS,0
81501,CONVERTIBLE,0
81501,DIESEL,810
81501,ELECTRIC VEHICLE,10
81501,FLEXIBLE,1270
81501,GAS,16110
81501,HYBRID ELECTRIC VEHICLE,170
81501,PLUG IN HYBRID ELECTRIC VEHICLE,0
81501,,100
81502,DIESEL,10
81502,FLEXIBLE,0
81502,GAS,50
81502,HYBRID ELECTRIC VEHICLE,0
81502,,0
81503,CONVERTIBLE,0
81503,DIESEL,1100
81503,ELECTRIC VEHICLE,0
81503,FLEXIBLE,950
81503,GAS,12760
81503,HYBRID ELECTRIC VEHICLE,110
81503,PLUG IN HYBRID ELECTRIC VEHICLE,0
81503,,100
81504,COMPRESSED NATURAL GAS,0
81504,CONVERTIBLE,10
81504,DIESEL,1750
81504,ELECTRIC VEHICLE,0
81504,FLEXIBLE,2010
81504,GAS,23740
81504,HYBRID ELECTRIC VEHICLE,180
81504,PLUG IN HYBRID ELECTRIC VEHICLE,0
81504,,120
81505,CONVERTIBLE,0
81505,DIESEL,1400
81505,ELECTRIC VEHICLE,0
81505,FLEXIBLE,1220
81505,GAS,10200
81505,HYBRID ELECTRIC VEHICLE,130
81505,PLUG IN HYBRID ELECTRIC VEHICLE,0
81505,,100
81506,DIESEL,570
81506,ELECTRIC VEHICLE,0
81506,FLEXIBLE,820
81506,GAS,9320
81506,HYBRID ELECTRIC VEHICLE,170
81506,PLUG IN HYBRID ELECTRIC VEHICLE,0
81506,,70
81507,COMPRESSED NATURAL GAS,0
81507,CONVERTIBLE,0
81507,DIESEL,1040
81507,ELECTRIC VEHICLE,10
81507,FLEXIBLE,1150
81507,GAS,13830
81507,HYBRID ELECTRIC VEHICLE,280
81507,PLUG IN HYBRID ELECTRIC VEHICLE,10
81507,,100
81520,CONVERTIBLE,10
81520,DIESEL,770
81520,ELECTRIC VEHICLE,0
81520,FLEXIBLE,730
81520,GAS,10270
81520,HYBRID ELECTRIC VEHICLE,70
81520,PLUG IN HYBRID ELECTRIC VEHICLE,0
81520,,50
81521,COMPRESSED NATURAL GAS,0
81521,CONVERTIBLE,0
81521,DIESEL,1600
81521,ELECTRIC VEHICLE,0
81521,FLEXIBLE,1180
81521,GAS,12630
81521,HYBRID ELECTRIC VEHICLE,130
81521,PLUG IN HYBRID ELECTRIC VEHICLE,0
81521,,90
81522,COMPRESSED NATURAL GAS,0
81522,DIESEL,10
81522,FLEXIBLE,10
81522,GAS,130
81522,HYBRID ELECTRIC VEHICLE,0
81523,DIESEL,190
81523,ELECTRIC VEHICLE,0
81523,FLEXIBLE,60
81523,GAS,910
81523,HYBRID ELECTRIC VEHICLE,0
81523,PLUG IN HYBRID ELECTRIC VEHICLE,0
81523,,0
81524,CONVERTIBLE,0
81524,DIESEL,610
81524,ELECTRIC VEHICLE,0
81524,FLEXIBLE,220
81524,GAS,2020
81524,HYBRID ELECTRIC VEHICLE,10
81524,,20
81525,DIESEL,190
81525,FLEXIBLE,70
81525,GAS,760
81525,HYBRID ELECTRIC VEHICLE,0
81525,,0
81526,CONVERTIBLE,0
81526,DIESEL,580
81526,ELECTRIC VEHICLE,0
81526,FLEXIBLE,350
81526,GAS,4850
81526,HYBRID ELECTRIC VEHICLE,60
81526,PLUG IN HYBRID ELECTRIC VEHICLE,0
81526,,40
81527,DIESEL,460
81527,ELECTRIC VEHICLE,0
81527,FLEXIBLE,180
81527,GAS,2020
81527,HYBRID ELECTRIC VEHICLE,20
81527,,30
81601,COMPRESSED NATURAL GAS,0
81601,CONVERTIBLE,0
81601,DIESEL,1040
81601,ELECTRIC VEHICLE,10
81601,FLEXIBLE,1380
81601,GAS,14310
81601,HYBRID ELECTRIC VEHICLE,360
81601,PLUG IN HYBRID ELECTRIC VEHICLE,20
81601,,70
81602,DIESEL,20
81602,FLEXIBLE,10
81602,GAS,110
81602,HYBRID ELECTRIC VEHICLE,0
81602,PLUG IN HYBRID ELECTRIC VEHICLE,0
81602,,0
81610,CONVERTIBLE,0
81610,DIESEL,60
81610,FLEXIBLE,20
81610,GAS,340
81610,HYBRID ELECTRIC VEHICLE,0
81610,,0
81611,CONVERTIBLE,0
81611,DIESEL,370
81611,ELECTRIC VEHICLE,110
81611,FLEXIBLE,1210
81611,GAS,9490
81611,HYBRID ELECTRIC VEHICLE,280
81611,PLUG IN HYBRID ELECTRIC VEHICLE,20
81611,,80
81612,DIESEL,40
81612,ELECTRIC VEHICLE,0
81612,FLEXIBLE,100
81612,GAS,910
81612,HYBRID ELECTRIC VEHICLE,20
81612,PLUG IN HYBRID ELECTRIC VEHICLE,0
81612,,20
81615,DIESEL,70
81615,ELECTRIC VEHICLE,0
81615,FLEXIBLE,210
81615,GAS,1970
81615,HYBRID ELECTRIC VEHICLE,40
81615,PLUG IN HYBRID ELECTRIC VEHICLE,0
81615,,0
81620,CONVERTIBLE,0
81620,DIESEL,390
81620,ELECTRIC VEHICLE,10
81620,FLEXIBLE,900
81620,GAS,8860
81620,HYBRID ELECTRIC VEHICLE,100
81620,PLUG IN HYBRID ELECTRIC VEHICLE,10
81620,,20
81621,CONVERTIBLE,0
81621,DIESEL,400
81621,ELECTRIC VEHICLE,20
81621,FLEXIBLE,550
81621,GAS,5470
81621,HYBRID ELECTRIC VEHICLE,130
81621,PLUG IN HYBRID ELECTRIC VEHICLE,10
81621,,20
81623,CONVERTIBLE,0
81623,DIESEL,1270
81623,ELECTRIC VEHICLE,30
81623,FLEXIBLE,1290
81623,GAS,14140
81623,HYBRID ELECTRIC VEHICLE,360
81623,PLUG IN HYBRID ELECTRIC VEHICLE,20
81623,,70
81624,DIESEL,260
81624,FLEXIBLE,100
81624,GAS,1070
81624,HYBRID ELECTRIC VEHICLE,0
81624,,0
81625,COMPRESSED NATURAL GAS,0
81625,CONVERTIBLE,0
