ZIP,FUEL TYPE,reg_cnt
80631,CONVERTIBLE,20
80631,DIESEL,1950
80631,ELECTRIC VEHICLE,20
80631,FLEXIBLE,3200
80631,GAS,33510
80631,HYBRID ELECTRIC VEHICLE,340
80631,PLUG IN HYBRID ELECTRIC VEHICLE,0
80631,,290
80632,DIESEL,10
80632,FLEXIBLE,0
80632,GAS,50
80632,,0
80634,COMPRESSED NATURAL GAS,0
80634,CONVERTIBLE,10
80634,DIESEL,2180
80634,ELECTRIC VEHICLE,30
80634,FLEXIBLE,4780
80634,GAS,48420
80634,HYBRID ELECTRIC VEHICLE,790
80634,PLUG IN HYBRID ELECTRIC VEHICLE,30
80634,,270
80638,CONVERTIBLE,0
80638,DIESEL,80
80638,ELECTRIC VEHICLE,0
80638,FLEXIBLE,80
80638,GAS,2410
80638,HYBRID ELECTRIC VEHICLE,30
80638,PLUG IN HYBRID ELECTRIC VEHICLE,0
80638,,0
80639,COMPRESSED NATURAL GAS,0
80639,DIESEL,0
80639,FLEXIBLE,20
80639,GAS,80
80639,HYBRID ELECTRIC VEHICLE,0
80639,,0
80640,COMPRESSED NATURAL GAS,0
80640,CONVERTIBLE,0
80640,DIESEL,770
80640,ELECTRIC VEHICLE,0
80640,FLEXIBLE,1320
80640,GAS,10410
80640,HYBRID ELECTRIC VEHICLE,120
80640,PLUG IN HYBRID ELECTRIC VEHICLE,0
80640,,100
80642,CONVERTIBLE,0
80642,DIESEL,830
80642,ELECTRIC VEHICLE,0
80642,FLEXIBLE,430
80642,GAS,4570
80642,HYBRID ELECTRIC VEHICLE,20
80642,PLUG IN HYBRID ELECTRIC VEHICLE,0
80642,PROPANE,0
80642,,50
80643,DIESEL,980
80643,FLEXIBLE,410
80643,GAS,3600
80643,HYBRID ELECTRIC VEHICLE,10
80643,PLUG IN HYBRID ELECTRIC VEHICLE,0
80643,,40
80644,CONVERTIBLE,0
80644,DIESEL,640
80644,ELECTRIC VEHICLE,0
80644,FLEXIBLE,320
80644,GAS,3500
80644,HYBRID ELECTRIC VEHICLE,10
80644,PLUG IN HYBRID ELECTRIC VEHICLE,0
80644,,40
80645,CONVERTIBLE,0
80645,DIESEL,700
80645,ELECTRIC VEHICLE,0
80645,FLEXIBLE,500
80645,GAS,4160
80645,HYBRID ELECTRIC VEHICLE,20
80645,PLUG IN HYBRID ELECTRIC VEHICLE,0
80645,,70
80646,DIESEL,10
80646,FLEXIBLE,20
80646,GAS,120
80646,HYBRID ELECTRIC VEHICLE,0
80646,,0
80648,CONVERTIBLE,0
80648,DIESEL,270
80648,ELECTRIC VEHICLE,0
80648,FLEXIBLE,140
80648,GAS,1230
80648,HYBRID ELECTRIC VEHICLE,0
80648,,10
80649,DIESEL,80
80649,FLEXIBLE,30
80649,GAS,340
80649,HYBRID ELECTRIC VEHICLE,0
80649,PLUG IN HYBRID ELECTRIC VEHICLE,0
80649,,0
80650,DIESEL,280
80650,ELECTRIC VEHICLE,0
80650,FLEXIBLE,160
80650,GAS,1900
80650,HYBRID ELECTRIC VEHICLE,10
80650,,20
80651,COMPRESSED NATURAL GAS,0
80651,CONVERTIBLE,0
80651,DIESEL,950
80651,ELECTRIC VEHICLE,0
80651,FLEXIBLE,680
80651,GAS,5770
80651,HYBRID ELECTRIC VEHICLE,50
80651,PLUG IN HYBRID ELECTRIC VEHICLE,0
80651,,50
80652,DIESEL,150
80652,FLEXIBLE,60
80652,GAS,740
80652,HYBRID ELECTRIC VEHICLE,0
80652,,10
80653,CONVERTIBLE,0
80653,DIESEL,220
80653,FLEXIBLE,80
80653,GAS,1060
80653,HYBRID ELECTRIC VEHICLE,10
80653,,10
80654,CONVERTIBLE,0
80654,DIESEL,540
80654,FLEXIBLE,290
80654,GAS,2760
80654,HYBRID ELECTRIC VEHICLE,20
80654,PLUG IN HYBRID ELECTRIC VEHICLE,0
80654,,40
80701,COMPRESSED NATURAL GAS,0
80701,CONVERTIBLE,0
80701,DIESEL,1470
80701,FLEXIBLE,1720
80701,GAS,14750
80701,HYBRID ELECTRIC VEHICLE,160
80701,PLUG IN HYBRID ELECTRIC VEHICLE,0
80701,,150
80705,CONVERTIBLE,0
80705,DIESEL,40
80705,FLEXIBLE,60
80705,GAS,850
80705,HYBRID ELECTRIC VEHICLE,0
80705,,0
80720,CONVERTIBLE,0
80720,DIESEL,430
80720,FLEXIBLE,300
80720,GAS,2720
80720,HYBRID ELECTRIC VEHICLE,10
80720,,30
80721,DIESEL,30
80721,FLEXIBLE,10
80721,GAS,170
80721,HYBRID ELECTRIC VEHICLE,0
80721,,0
80722,DIESEL,70
80722,FLEXIBLE,40
80722,GAS,410
80722,HYBRID ELECTRIC VEHICLE,0
80722,,0
80723,COMPRESSED NATURAL GAS,0
80723,CONVERTIBLE,0
80723,DIESEL,560
80723,ELECTRIC VEHICLE,0
80723,FLEXIBLE,630
80723,GAS,5940
80723,HYBRID ELECTRIC VEHICLE,40
80723,PLUG IN HYBRID ELECTRIC VEHICLE,0
80723,,40
80726,DIESEL,100
80726,FLEXIBLE,70
80726,GAS,450
80726,HYBRID ELECTRIC VEHICLE,0
80726,,10
80727,DIESEL,100
80727,FLEXIBLE,40
80727,GAS,390
80727,HYBRID ELECTRIC VEHICLE,0
80727,,0
80728,DIESEL,140
80728,FLEXIBLE,130
80728,GAS,860
80728,HYBRID ELECTRIC VEHICLE,0
80728,,0
80729,CONVERTIBLE,0
80729,DIESEL,130
80729,FLEXIBLE,50
80729,GAS,460
80729,HYBRID ELECTRIC VEHICLE,0
80731,DIESEL,220
80731,FLEXIBLE,190
80731,GAS,1520
80731,HYBRID ELECTRIC VEHICLE,0
80731,PLUG IN HYBRID ELECTRIC VEHICLE,0
80731,,20
80732,DIESEL,10
80732,FLEXIBLE,0
80732,GAS,50
80732,HYBRID ELECTRIC VEHICLE,0
80732,,0
80733,CONVERTIBLE,0
80733,DIESEL,80
80733,FLEXIBLE,60
80733,GAS,570
80733,HYBRID ELECTRIC VEHICLE,0
80733,,0
80734,CONVERTIBLE,0
80734,DIESEL,310
80734,FLEXIBLE,410
80734,GAS,2700
80734,HYBRID ELECTRIC VEHICLE,10
80734,,20
80735,DIESEL,100
80735,FLEXIBLE,50
80735,GAS,380
80735,HYBRID ELECTRIC VEHICLE,0
80735,,0
80736,CONVERTIBLE,0
80736,DIESEL,100
80736,FLEXIBLE,90
80736,GAS,700
80736,HYBRID ELECTRIC VEHICLE,0
80736,PLUG IN HYBRID ELECTRIC VEHICLE,0
80736,,10
80737,CONVERTIBLE,0
80737,DIESEL,170
80737,FLEXIBLE,170
80737,GAS,1640
80737,HYBRID ELECTRIC VEHICLE,10
80737,,20
80740,DIESEL,20
80740,FLEXIBLE,10
80740,GAS,130
80740,HYBRID ELECTRIC VEHICLE,0
80740,,0
80741,CONVERTIBLE,0
80741,DIESEL,160
80741,FLEXIBLE,100
80741,GAS,880
80741,HYBRID ELECTRIC VEHICLE,0
80741,,10
80742,DIESEL,70
80742,FLEXIBLE,30
80742,GAS,280
80742,,0
80743,CONVERTIBLE,0
80743,DIESEL,200
80743,FLEXIBLE,140
80743,GAS,1120
80743,HYBRID ELECTRIC VEHICLE,0
80743,,10
80744,DIESEL,60
80744,FLEXIBLE,60
80744,GAS,490
80744,HYBRID ELECTRIC VEHICLE,0
80744,,0
80745,DIESEL,20
80745,FLEXIBLE,10
80745,GAS,140
80746,DIESEL,0
80746,FLEXIBLE,0
80746,GAS,50
80746,HYBRID ELECTRIC VEHICLE,0
80747,DIESEL,70
80747,ELECTRIC VEHICLE,0
80747,FLEXIBLE,60
80747,GAS,460
80747,HYBRID ELECTRIC VEHICLE,0
80747,,0
80749,DIESEL,80
80749,FLEXIBLE,30
80749,GAS,360
80749,HYBRID ELECTRIC VEHICLE,0
80749,,0
80750,DIESEL,100
80750,FLEXIBLE,40
80750,GAS,440
80750,HYBRID ELECTRIC VEHICLE,0
80750,,0
80751,COMPRESSED NATURAL GAS,0
80751,CONVERTIBLE,0
80751,DIESEL,980
80751,ELECTRIC VEHICLE,0
80751,FLEXIBLE,1500
80751,GAS,12830
80751,HYBRID ELECTRIC VEHICLE,100
80751,PLUG IN HYBRID ELECTRIC VEHICLE,0
80751,,130
80754,DIESEL,30
80754,FLEXIBLE,10
80754,GAS,140
80754,HYBRID ELECTRIC VEHICLE,0
80755,DIESEL,30
80755,FLEXIBLE,20
80755,GAS,180
80755,,0
80757,CONVERTIBLE,0
80757,DIESEL,50
80757,FLEXIBLE,20
80757,GAS,270
80757,HYBRID ELECTRIC VEHICLE,0
80757,,0
80758,CONVERTIBLE,0
80758,DIESEL,540
80758,FLEXIBLE,470
80758,GAS,3540
80758,HYBRID ELECTRIC VEHICLE,10
80758,PROPANE,0
80758,,50
80759,CONVERTIBLE,0
80759,DIESEL,660
80759,FLEXIBLE,660
80759,GAS,4300
80759,HYBRID ELECTRIC VEHICLE,20
80759,,40
80801,DIESEL,40
80801,FLEXIBLE,20
80801,GAS,190
80801,HYBRID ELECTRIC VEHICLE,0
80801,,0
80802,DIESEL,50
80802,FLEXIBLE,40
80802,GAS,220
80802,HYBRID ELECTRIC VEHICLE,0
80802,,0
80804,DIESEL,70
80804,FLEXIBLE,30
80804,GAS,380
80804,HYBRID ELECTRIC VEHICLE,0
80804,,0
80805,COMPRESSED NATURAL GAS,0
80805,DIESEL,90
80805,FLEXIBLE,60
80805,GAS,400
80805,HYBRID ELECTRIC VEHICLE,0
80805,,0
80807,CONVERTIBLE,0
80807,DIESEL,530
80807,FLEXIBLE,630
80807,GAS,3940
80807,HYBRID ELECTRIC VEHICLE,20
80807,PLUG IN HYBRID ELECTRIC VEHICLE,0
80807,,40
80808,CONVERTIBLE,0
80808,DIESEL,1200
80808,FLEXIBLE,460
80808,GAS,6100
80808,HYBRID ELECTRIC VEHICLE,40
80808,PLUG IN HYBRID ELECTRIC VEHICLE,0
80808,,70
80809,DIESEL,90
80809,ELECTRIC VEHICLE,0
80809,FLEXIBLE,90
80809,GAS,1580
80809,HYBRID ELECTRIC VEHICLE,20
80809,PLUG IN HYBRID ELECTRIC VEHICLE,0
80809,,10
80810,DIESEL,250
80810,FLEXIBLE,180
80810,GAS,1140
80810,HYBRID ELECTRIC VEHICLE,0
80810,,20
80812,DIESEL,70
80812,FLEXIBLE,30
80812,GAS,250
80812,HYBRID ELECTRIC VEHICLE,0
80812,PLUG IN HYBRID ELECTRIC VEHICLE,0
80812,,0
80813,DIESEL,150
80813,FLEXIBLE,170
80813,GAS,1950
80813,HYBRID ELECTRIC VEHICLE,0
80813,PLUG IN HYBRID ELECTRIC VEHICLE,0
80813,,10
80814,CONVERTIBLE,0
80814,DIESEL,460
80814,ELECTRIC VEHICLE,0
80814,FLEXIBLE,350
80814,GAS,3960
80814,HYBRID ELECTRIC VEHICLE,30
80814,PLUG IN HYBRID ELECTRIC VEHICLE,0
80814,,20
80815,CONVERTIBLE,0
80815,DIESEL,180
80815,ELECTRIC VEHICLE,0
80815,FLEXIBLE,140
80815,GAS,930
80815,HYBRID ELECTRIC VEHICLE,0
80815,,10
80816,CONVERTIBLE,0
80816,DIESEL,740
80816,ELECTRIC VEHICLE,0
80816,FLEXIBLE,510
80816,GAS,6040
80816,HYBRID ELECTRIC VEHICLE,50
80816,PLUG IN HYBRID ELECTRIC VEHICLE,0
80816,,40
80817,CONVERTIBLE,0
80817,DIESEL,870
80817,ELECTRIC VEHICLE,0
80817,FLEXIBLE,2180
80817,GAS,21880
80817,HYBRID ELECTRIC VEHICLE,210
80817,PLUG IN HYBRID ELECTRIC VEHICLE,0
80817,,120
80818,CONVERTIBLE,0
80818,DIESEL,100
80818,FLEXIBLE,40
80818,GAS,420
80818,HYBRID ELECTRIC VEHICLE,0
80818,,10
80819,DIESEL,20
80819,FLEXIBLE,40
80819,GAS,700
80819,HYBRID ELECTRIC VEHICLE,0
80819,,0
80820,DIESEL,160
80820,ELECTRIC VEHICLE,0
80820,FLEXIBLE,60
80820,GAS,850
80820,HYBRID ELECTRIC VEHICLE,0
80820,,10
80821,CONVERTIBLE,0
80821,DIESEL,160
80821,FLEXIBLE,130
80821,GAS,1160
80821,HYBRID ELECTRIC VEHICLE,0
80821,,10
80822,DIESEL,80
80822,FLEXIBLE,40
80822,GAS,250
80822,,0
80823,DIESEL,60
80823,FLEXIBLE,20
80823,GAS,190
80823,HYBRID ELECTRIC VEHICLE,0
80823,,0
80824,DIESEL,70
80824,FLEXIBLE,30
80824,GAS,270
80824,,0
80825,DIESEL,100
80825,FLEXIBLE,60
80825,GAS,440
80825,HYBRID ELECTRIC VEHICLE,0
80825,,0
80826,DIESEL,0
80826,GAS,0
80826,HYBRID ELECTRIC VEHICLE,0
80827,CONVERTIBLE,0
80827,DIESEL,160
80827,FLEXIBLE,50
80827,GAS,940
80827,HYBRID ELECTRIC VEHICLE,0
80827,PLUG IN HYBRID ELECTRIC VEHICLE,0
80827,,10
80828,DIESEL,320
80828,FLEXIBLE,340
80828,GAS,2550
80828,HYBRID ELECTRIC VEHICLE,10
80828,,20
80829,CONVERTIBLE,0
80829,DIESEL,160
80829,ELECTRIC VEHICLE,0
80829,FLEXIBLE,240
80829,GAS,4720
80829,HYBRID ELECTRIC VEHICLE,120
80829,PLUG IN HYBRID ELECTRIC VEHICLE,10
80829,,40
80830,DIESEL,80
80830,FLEXIBLE,20
80830,GAS,290
80830,PLUG IN HYBRID ELECTRIC VEHICLE,0
80830,,0
80831,CONVERTIBLE,0
80831,DIESEL,2370
80831,ELECTRIC VEHICLE,10
80831,FLEXIBLE,2260
80831,GAS,23100
80831,HYBRID ELECTRIC VEHICLE,340
80831,PLUG IN HYBRID ELECTRIC VEHICLE,20
80831,,150
80832,CONVERTIBLE,0
80832,DIESEL,190
80832,FLEXIBLE,50
80832,GAS,810
80832,HYBRID ELECTRIC VEHICLE,0
80832,,10
80833,DIESEL,150
80833,FLEXIBLE,50
80833,GAS,790
80833,HYBRID ELECTRIC VEHICLE,0
80833,,0
80834,DIESEL,60
80834,FLEXIBLE,50
80834,GAS,350
80834,HYBRID ELECTRIC VEHICLE,0
80834,,0
80835,DIESEL,170
80835,FLEXIBLE,60
80835,GAS,920
80835,HYBRID ELECTRIC VEHICLE,0
80835,,0
80836,CONVERTIBLE,0
80836,DIESEL,280
80836,FLEXIBLE,160
80836,GAS,1210
80836,HYBRID ELECTRIC VEHICLE,0
80836,PLUG IN HYBRID ELECTRIC VEHICLE,0
80836,,0
80840,DIESEL,30
80840,ELECTRIC VEHICLE,0
80840,FLEXIBLE,140
80840,GAS,1420
80840,HYBRID ELECTRIC VEHICLE,20
80840,PLUG IN HYBRID ELECTRIC VEHICLE,0
80840,,0
80841,DIESEL,0
80841,FLEXIBLE,40
80841,GAS,540
80841,HYBRID ELECTRIC VEHICLE,0
80841,,0
80860,DIESEL,40
80860,FLEXIBLE,40
80860,GAS,710
80860,HYBRID ELECTRIC VEHICLE,0
80860,,0
80861,DIESEL,60
80861,FLEXIBLE,30
80861,GAS,320
80861,HYBRID ELECTRIC VEHICLE,0
80861,,0
80862,DIESEL,10
80862,FLEXIBLE,0
80862,GAS,60
80863,CONVERTIBLE,0
80863,DIESEL,920
80863,ELECTRIC VEHICLE,0
80863,FLEXIBLE,990
80863,GAS,11590
80863,HYBRID ELECTRIC VEHICLE,130
80863,PLUG IN HYBRID ELECTRIC VEHICLE,0
80863,,60
80864,DIESEL,230
80864,FLEXIBLE,90
80864,GAS,1500
80864,HYBRID ELECTRIC VEHICLE,0
80864,,10
80866,DIESEL,20
80866,ELECTRIC VEHICLE,0
80866,FLEXIBLE,10
80866,GAS,310
80866,HYBRID ELECTRIC VEHICLE,0
80866,,0
80901,DIESEL,0
80901,FLEXIBLE,0
80901,GAS,30
80902,DIESEL,20
80902,FLEXIBLE,120
80902,GAS,720
80902,HYBRID ELECTRIC VEHICLE,10
80902,,0
80903,COMPRESSED NATURAL GAS,0
80903,CONVERTIBLE,0
80903,DIESEL,320
80903,ELECTRIC VEHICLE,10
80903,FLEXIBLE,830
80903,GAS,12560
80903,HYBRID ELECTRIC VEHICLE,170
80903,PLUG IN HYBRID ELECTRIC VEHICLE,10
80903,,100
80904,COMPRESSED NATURAL GAS,0
80904,CONVERTIBLE,0
80904,DIESEL,520
80904,ELECTRIC VEHICLE,10
80904,FLEXIBLE,1000
80904,GAS,17680
80904,HYBRID ELECTRIC VEHICLE,300
80904,PLUG IN HYBRID ELECTRIC VEHICLE,20
80904,,150
80905,CONVERTIBLE,0
80905,DIESEL,370
80905,ELECTRIC VEHICLE,0
80905,FLEXIBLE,930
80905,GAS,14990
80905,HYBRID ELECTRIC VEHICLE,190
80905,PLUG IN HYBRID ELECTRIC VEHICLE,0
80905,,140
80906,COMPRESSED NATURAL GAS,0
80906,CONVERTIBLE,0
80906,DIESEL,780
80906,ELECTRIC VEHICLE,40
80906,FLEXIBLE,2350
80906,GAS,29890
80906,HYBRID ELECTRIC VEHICLE,580
80906,PLUG IN HYBRID ELECTRIC VEHICLE,50
80906,,140
80907,COMPRESSED NATURAL GAS,0
80907,CONVERTIBLE,10
80907,DIESEL,890
80907,ELECTRIC VEHICLE,20
80907,FLEXIBLE,1860
80907,GAS,26860
80907,HYBRID ELECTRIC VEHICLE,350
80907,PLUG IN HYBRID ELECTRIC VEHICLE,20
80907,,220
80908,CONVERTIBLE,0
80908,DIESEL,1540
80908,ELECTRIC VEHICLE,20
80908,FLEXIBLE,1490
80908,GAS,16090
80908,HYBRID ELECTRIC VEHICLE,270
80908,PLUG IN HYBRID ELECTRIC VEHICLE,10
80908,,140
80909,CONVERTIBLE,10
80909,DIESEL,630
80909,ELECTRIC VEHICLE,10
80909,FLEXIBLE,1730
80909,GAS,28980
80909,HYBRID ELECTRIC VEHICLE,270
80909,PLUG IN HYBRID ELECTRIC VEHICLE,10
80909,,190
80910,CONVERTIBLE,10
80910,DIESEL,340
80910,ELECTRIC VEHICLE,0
80910,FLEXIBLE,1500
80910,GAS,22040
80910,HYBRID ELECTRIC VEHICLE,160
80910,PLUG IN HYBRID ELECTRIC VEHICLE,10
80910,,120
80911,CONVERTIBLE,10
80911,DIESEL,860
80911,ELECTRIC VEHICLE,0
80911,FLEXIBLE,2230
80911,GAS,27370
80911,HYBRID ELECTRIC VEHICLE,240
80911,PLUG IN HYBRID ELECTRIC VEHICLE,10
80911,,180
80912,ELECTRIC VEHICLE,0
80912,GAS,0
80913,DIESEL,120
80913,ELECTRIC VEHICLE,0
80913,FLEXIBLE,850
80913,GAS,7550
80913,HYBRID ELECTRIC VEHICLE,60
80913,PLUG IN HYBRID ELECTRIC VEHICLE,0
80913,,10
80914,DIESEL,0
80914,FLEXIBLE,0
80914,GAS,260
80914,HYBRID ELECTRIC VEHICLE,0
80915,COMPRESSED NATURAL GAS,0
80915,CONVERTIBLE,0
80915,DIESEL,760
80915,ELECTRIC VEHICLE,10
80915,FLEXIBLE,1540
80915,GAS,19200
80915,HYBRID ELECTRIC VEHICLE,190
80915,PLUG IN HYBRID ELECTRIC VEHICLE,10
80915,PROPANE,0
80915,,120
80916,CONVERTIBLE,10
80916,DIESEL,570
80916,ELECTRIC VEHICLE,0
80916,FLEXIBLE,2310
80916,GAS,28560
80916,HYBRID ELECTRIC VEHICLE,220
80916,PLUG IN HYBRID ELECTRIC VEHICLE,10
80916,PROPANE,0
80916,,130
80917,CONVERTIBLE,0
80917,DIESEL,480
80917,ELECTRIC VEHICLE,10
80917,FLEXIBLE,1480
80917,GAS,23240
80917,HYBRID ELECTRIC VEHICLE,290
80917,PLUG IN HYBRID ELECTRIC VEHICLE,10
80917,,110
80918,CONVERTIBLE,0
80918,DIESEL,1080
80918,ELECTRIC VEHICLE,20
80918,FLEXIBLE,2450
80918,GAS,37620
80918,HYBRID ELECTRIC VEHICLE,610
80918,PLUG IN HYBRID ELECTRIC VEHICLE,30
80918,,200
80919,CONVERTIBLE,0
80919,DIESEL,650
80919,ELECTRIC VEHICLE,30
80919,FLEXIBLE,1530
80919,GAS,23640
80919,HYBRID ELECTRIC VEHICLE,540
80919,PLUG IN HYBRID ELECTRIC VEHICLE,20
80919,PROPANE,0
80919,,80
80920,CONVERTIBLE,0
80920,DIESEL,800
80920,ELECTRIC VEHICLE,20
80920,FLEXIBLE,2100
80920,GAS,29980
80920,HYBRID ELECTRIC VEHICLE,610
80920,PLUG IN HYBRID ELECTRIC VEHICLE,40
80920,PROPANE,0
80920,,90
80921,DIESEL,580
80921,ELECTRIC VEHICLE,20
80921,FLEXIBLE,1380
80921,GAS,16990
80921,HYBRID ELECTRIC VEHICLE,380
80921,PLUG IN HYBRID ELECTRIC VEHICLE,40
80921,,50
80922,CONVERTIBLE,0
80922,DIESEL,520
80922,ELECTRIC VEHICLE,0
80922,FLEXIBLE,1760
80922,GAS,20810
80922,HYBRID ELECTRIC VEHICLE,300
80922,PLUG IN HYBRID ELECTRIC VEHICLE,10
80922,,50
80923,CONVERTIBLE,0
80923,DIESEL,510
80923,ELECTRIC VEHICLE,10
80923,FLEXIBLE,1910
80923,GAS,21560
80923,HYBRID ELECTRIC VEHICLE,330
80923,PLUG IN HYBRID ELECTRIC VEHICLE,20
80923,,30
80924,CONVERTIBLE,0
80924,DIESEL,140
80924,ELECTRIC VEHICLE,0
80924,FLEXIBLE,580
80924,GAS,6430
80924,HYBRID ELECTRIC VEHICLE,160
80924,PLUG IN HYBRID ELECTRIC VEHICLE,0
80924,,10
80925,CONVERTIBLE,0
80925,DIESEL,290
80925,ELECTRIC VEHICLE,0
80925,FLEXIBLE,960
80925,GAS,7630
80925,HYBRID ELECTRIC VEHICLE,90
80925,PLUG IN HYBRID ELECTRIC VEHICLE,0
80925,,20
80926,DIESEL,140
80926,FLEXIBLE,100
80926,GAS,1430
80926,HYBRID ELECTRIC VEHICLE,20
80926,,20
80927,DIESEL,90
80927,ELECTRIC VEHICLE,10
80927,FLEXIBLE,310
80927,GAS,2490
80927,HYBRID ELECTRIC VEHICLE,60
80927,PLUG IN HYBRID ELECTRIC VEHICLE,0
80927,,0
80928,COMPRESSED NATURAL GAS,0
80928,DIESEL,150
80928,FLEXIBLE,80
80928,GAS,1000
80928,HYBRID ELECTRIC VEHICLE,0
80928,,0
80929,DIESEL,60
80929,FLEXIBLE,30
80929,GAS,430
80929,HYBRID ELECTRIC VEHICLE,0
80929,PLUG IN HYBRID ELECTRIC VEHICLE,0
80929,,0
80930,DIESEL,110
80930,FLEXIBLE,90
80930,GAS,1170
80930,HYBRID ELECTRIC VEHICLE,10
80930,PLUG IN HYBRID ELECTRIC VEHICLE,0
80930,,10
80931,GAS,0
80931,,0
80932,DIESEL,0
80932,GAS,10
80932,,0
80933,DIESEL,0
80933,GAS,0
80934,DIESEL,0
80934,FLEXIBLE,0
80934,GAS,60
80934,,0
80935,DIESEL,0
80935,FLEXIBLE,0
80935,GAS,100
80935,,0
80936,DIESEL,0
80936,FLEXIBLE,0
80936,GAS,0
80938,DIESEL,0
80938,FLEXIBLE,0
80938,GAS,20
80938,,0
80939,DIESEL,30
80939,FLEXIBLE,40
80939,GAS,160
80939,HYBRID ELECTRIC VEHICLE,0
80939,,0
80941,GAS,0
80946,GAS,0
80947,GAS,0
80949,DIESEL,0
80949,GAS,30
80951,CONVERTIBLE,0
80951,DIESEL,100
80951,FLEXIBLE,300
80951,GAS,3070
80951,HYBRID ELECTRIC VEHICLE,40
80951,PLUG IN HYBRID ELECTRIC VEHICLE,0
80951,,0
80962,DIESEL,0
80962,FLEXIBLE,0
80962,GAS,0
80962,,0
80970,DIESEL,0
80970,FLEXIBLE,0
80970,GAS,10
80970,PLUG IN HYBRID ELECTRIC VEHICLE,0
80970,,0
81001,COMPRESSED NATURAL GAS,0
81001,CONVERTIBLE,0
81001,DIESEL,670
81001,ELECTRIC VEHICLE,0
81001,FLEXIBLE,1580
81001,GAS,22010
81001,HYBRID ELECTRIC VEHICLE,180
81001,PLUG IN HYBRID ELECTRIC VEHICLE,0
81001,,110
81002,GAS,10
81003,COMPRESSED NATURAL GAS,0
81003,CONVERTIBLE,0
81003,DIESEL,340
81003,ELECTRIC VEHICLE,0
81003,FLEXIBLE,920
81003,GAS,11180
81003,HYBRID ELECTRIC VEHICLE,100
81003,PLUG IN HYBRID ELECTRIC VEHICLE,0
81003,PROPANE,0
81003,,70
81004,CONVERTIBLE,0
81004,DIESEL,580
81004,ELECTRIC VEHICLE,0
81004,FLEXIBLE,1170
81004,GAS,18760
81004,HYBRID ELECTRIC VEHICLE,130
81004,PLUG IN HYBRID ELECTRIC VEHICLE,0
81004,,110
81005,COMPRESSED NATURAL GAS,0
81005,CONVERTIBLE,10
81005,DIESEL,950
81005,ELECTRIC VEHICLE,0
81005,FLEXIBLE,2060
81005,GAS,25310
81005,HYBRID ELECTRIC VEHICLE,250
81005,PLUG IN HYBRID ELECTRIC VEHICLE,10
81005,PROPANE,0
81005,,170
81006,COMPRESSED NATURAL GAS,0
81006,CONVERTIBLE,0
81006,DIESEL,1400
81006,ELECTRIC VEHICLE,0
81006,FLEXIBLE,970
81006,GAS,11750
81006,HYBRID ELECTRIC VEHICLE,90
81006,PLUG IN HYBRID ELECTRIC VEHICLE,0
81006,PROPANE,0
81006,,140
81007,CONVERTIBLE,10
81007,DIESEL,2290
81007,ELECTRIC VEHICLE,10
81007,FLEXIBLE,2740
81007,GAS,26960
81007,HYBRID ELECTRIC VEHICLE,370
81007,PLUG IN HYBRID ELECTRIC VEHICLE,20
81007,PROPANE,0
81007,,170
81008,CONVERTIBLE,0
81008,DIESEL,370
81008,ELECTRIC VEHICLE,0
81008,FLEXIBLE,800
81008,GAS,9030
81008,HYBRID ELECTRIC VEHICLE,120
81008,PLUG IN HYBRID ELECTRIC VEHICLE,0
81008,,50
81019,DIESEL,140
81019,FLEXIBLE,150
81019,GAS,1810
81019,HYBRID ELECTRIC VEHICLE,20
81019,PLUG IN HYBRID ELECTRIC VEHICLE,0
81019,,0
81020,CONVERTIBLE,0
81020,DIESEL,150
81020,FLEXIBLE,70
81020,GAS,900
81020,HYBRID ELECTRIC VEHICLE,0
81020,,10
81021,DIESEL,10
81021,FLEXIBLE,0
81021,GAS,20
81021,,0
81022,COMPRESSED NATURAL GAS,0
81022,CONVERTIBLE,0
81022,DIESEL,190
81022,FLEXIBLE,120
81022,GAS,1350
81022,HYBRID ELECTRIC VEHICLE,10
81022,,10
81023,CONVERTIBLE,0
81023,DIESEL,200
81023,ELECTRIC VEHICLE,0
81023,FLEXIBLE,100
81023,GAS,1440
81023,HYBRID ELECTRIC VEHICLE,20
81023,,0
81024,DIESEL,40
81024,FLEXIBLE,10
81024,GAS,280
81024,HYBRID ELECTRIC VEHICLE,0
81024,,0
81025,DIESEL,140
81025,FLEXIBLE,50
81025,GAS,960
81025,HYBRID ELECTRIC VEHICLE,0
81025,PLUG IN HYBRID ELECTRIC VEHICLE,0
81025,,10
81027,DIESEL,20
81027,FLEXIBLE,10
81027,GAS,90
81027,HYBRID ELECTRIC VEHICLE,0
81029,DIESEL,70
81029,FLEXIBLE,50
81029,GAS,330
81029,HYBRID ELECTRIC VEHICLE,0
81029,,0
81030,DIESEL,10
81030,FLEXIBLE,10
81030,GAS,170
81030,HYBRID ELECTRIC VEHICLE,0
81030,,0
81033,DIESEL,0
81033,FLEXIBLE,10
81033,GAS,150
81033,HYBRID ELECTRIC VEHICLE,0
81033,,0
81034,GAS,0
81034,,0
81036,DIESEL,190
81036,FLEXIBLE,110
81036,GAS,990
81036,HYBRID ELECTRIC VEHICLE,0
81036,,10
81038,GAS,0
81039,COMPRESSED NATURAL GAS,0
81039,CONVERTIBLE,0
81039,DIESEL,260
81039,ELECTRIC VEHICLE,0
81039,FLEXIBLE,170
81039,GAS,1740
81039,HYBRID ELECTRIC VEHICLE,10
